Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target
2,1,2,1,4,4,1,21,12,12,12,13.66666667,4,11,16,11,13,3.51,Graduate
4,1,1,14,5,5,1,25,6,17,2,14.5,0,6,13,0,0,-4.06,Need Additional Support
6,1,1,1,5,10,1,20,6,10,4,13.2,0,6,8,0,0,1.79,Need Additional Support
6,16,1,1,10,5,1,22,7,11,5,12.16666667,4,8,14,5,14.8,3.51,Need Additional Support
15,12,22,27,10,2,0,39,6,10,4,11.25,0,6,6,6,11.33333333,1.74,Graduate
14,1,3,1,3,7,1,21,6,8,6,15.16666667,0,6,7,6,14.42857143,3.51,Graduate
11,1,1,1,10,10,0,19,6,8,6,11.16666667,0,6,7,4,13.4,-0.92,Graduate
12,12,22,27,10,8,0,26,7,8,6,10.98333333,0,7,8,6,10.98333333,0.32,Graduate
10,1,13,1,5,4,0,19,6,8,4,10.75,0,6,11,5,11.5,-4.06,Graduate
6,16,1,3,5,3,0,20,12,15,11,13.38461538,4,9,13,7,14.28571429,3.51,Graduate
14,1,1,27,5,10,0,25,6,8,6,11.28571429,0,6,10,5,12.2,-4.06,Enrolled
3,1,13,27,9,6,1,24,6,13,0,0,0,6,6,0,0,-0.92,Need Additional Support
7,1,13,14,5,1,1,20,5,7,4,13,0,5,9,5,14.83333333,0.32,Graduate
4,1,22,27,10,10,1,29,6,9,6,16.11111111,0,6,7,6,13.5,0.79,Graduate
15,1,1,3,10,10,1,20,6,8,6,11.5,0,6,8,6,11,-0.92,Graduate
8,14,3,4,3,3,1,20,6,15,4,10.75,0,6,12,2,10.5,0.79,Need Additional Support
14,12,13,1,6,9,1,24,6,10,4,11.6,0,6,8,5,13,2.02,Graduate
12,12,1,3,3,3,1,24,7,21,0,0,0,7,7,0,0,-0.92,Need Additional Support
7,15,3,1,3,6,1,23,5,5,5,13.8,0,5,7,5,14.14285714,2.02,Graduate
13,1,1,27,6,6,1,20,7,8,7,13.58571429,0,8,8,8,14.6875,-4.06,Graduate
14,1,1,1,5,11,1,19,6,8,6,13.85714286,0,6,8,5,13,-4.06,Graduate
4,1,22,27,10,9,1,28,6,12,5,12,0,6,10,6,12.33333333,2.02,Enrolled
4,14,1,28,5,5,1,20,6,9,6,13.44444444,0,6,9,5,12.6,0.79,Graduate
5,1,23,27,4,4,1,18,6,6,6,14,0,6,7,6,13.85714286,3.51,Graduate
14,1,1,1,12,12,1,20,6,10,1,12,0,6,0,0,0,1.74,Need Additional Support
17,1,22,14,6,4,1,33,5,5,5,14.2,0,5,6,5,13.83333333,1.74,Graduate
12,1,22,27,29,42,0,35,7,11,5,13.34,0,7,9,5,10.84,1.79,Enrolled
12,15,22,27,10,8,0,27,8,12,7,12.45714286,3,8,12,7,12.45714286,-1.7,Enrolled
15,1,23,28,8,8,0,19,6,12,3,11,0,6,12,3,12,-3.12,Need Additional Support
17,1,22,14,10,10,0,31,5,13,4,10.5,0,5,10,4,10.5,-4.06,Enrolled
2,1,13,27,8,8,1,19,0,0,0,0,0,0,0,0,0,-3.12,Graduate
5,1,13,27,8,8,1,22,13,13,13,14,7,12,13,12,13,-4.06,Graduate
12,1,1,1,7,7,0,39,7,0,0,0,0,8,0,0,0,-1.7,Need Additional Support
11,1,1,1,5,9,1,22,1,1,0,0,0,6,0,0,0,1.79,Need Additional Support
17,1,22,14,10,11,1,47,5,8,4,10,0,5,8,4,12.5,-3.12,Enrolled
2,1,13,27,6,10,1,19,0,0,0,0,0,0,0,0,0,2.02,Graduate
11,1,3,1,10,10,0,19,6,6,6,13.5,0,6,6,6,14.33333333,1.79,Graduate
12,1,13,27,10,10,0,19,7,0,0,0,0,8,0,0,0,-4.06,Need Additional Support
2,1,13,27,10,8,0,21,17,18,17,13.38888889,15,17,18,17,14.88888889,2.02,Graduate
12,5,13,1,5,2,0,39,7,0,0,0,0,8,0,0,0,1.79,Need Additional Support
2,1,13,1,5,2,1,19,12,12,12,13.58333333,4,11,12,11,13.58333333,3.51,Graduate
2,1,22,14,10,9,1,20,0,0,0,0,0,0,0,0,0,0.79,Enrolled
9,9,1,1,10,5,1,24,5,5,0,0,0,5,5,0,0,-1.7,Need Additional Support
17,1,13,14,10,10,1,27,5,9,1,10,0,5,5,0,0,-1.7,Need Additional Support
17,1,22,27,10,10,1,29,5,5,5,15.2,0,5,5,5,15.2,2.02,Graduate
6,1,13,1,10,5,1,20,6,12,4,12.8,0,6,17,0,0,1.79,Need Additional Support
14,1,13,1,8,5,1,21,5,7,5,11.16666667,0,5,5,4,11,-3.12,Need Additional Support
2,1,3,2,3,3,1,18,0,0,0,0,0,0,0,0,0,0.32,Enrolled
12,1,1,1,5,4,1,19,8,9,7,12.82857143,0,8,9,7,12.82857143,-1.7,Graduate
15,1,1,1,6,2,1,19,6,6,6,12.5,0,6,10,4,12.6,-4.06,Need Additional Support
7,1,22,27,10,10,1,28,5,12,3,10,0,5,10,3,12.4,1.79,Graduate
11,1,13,1,10,8,0,21,6,6,6,11.5,0,6,10,4,13.25,0.79,Graduate
12,1,3,3,3,10,0,23,8,11,7,11.32857143,0,8,11,7,11.32857143,-1.7,Need Additional Support
4,1,13,14,10,5,0,39,6,15,2,13,0,6,13,3,13,-4.06,Enrolled
12,1,23,1,10,6,0,18,7,7,6,13.03333333,0,7,7,6,13.03333333,0.32,Graduate
15,1,22,27,10,7,0,59,6,8,6,12.16666667,0,6,7,4,11.75,2.02,Graduate
7,4,4,3,3,8,1,30,5,6,4,14.5,0,5,10,3,16.2,0.79,Enrolled
6,1,1,28,10,10,0,18,5,7,5,14.4,0,5,5,5,13.6,-1.7,Graduate
17,14,22,27,10,10,0,41,6,10,4,12.25,3,7,9,6,12.5,-3.12,Enrolled
12,1,22,14,10,9,0,27,7,14,0,0,0,7,14,0,0,2.02,Need Additional Support
10,1,23,14,10,11,0,18,6,6,6,12.66666667,0,6,6,6,12,-3.12,Graduate
16,1,23,14,8,8,0,20,6,14,2,12,0,6,14,3,11.66666667,1.74,Need Additional Support
7,3,22,27,5,8,0,32,5,6,0,0,0,5,5,0,0,-1.7,Need Additional Support
9,1,23,27,4,6,0,19,5,5,3,11.66666667,0,5,10,4,10.8,-3.12,Need Additional Support
16,9,22,27,8,9,0,41,6,0,0,0,0,6,0,0,0,-0.92,Need Additional Support
3,1,13,14,12,12,0,38,5,12,1,10,0,5,10,0,0,1.74,Need Additional Support
8,2,27,1,5,10,1,35,7,8,0,0,0,6,9,0,0,3.51,Need Additional Support
3,1,19,24,1,1,0,27,6,11,4,12.25,0,6,16,3,12,0.32,Need Additional Support
5,1,1,27,5,10,0,19,6,10,4,12,0,6,6,6,12.5,0.32,Graduate
15,1,13,27,10,6,0,18,6,7,5,12.6,0,6,6,5,11.8,2.02,Enrolled
17,7,19,24,1,1,0,39,5,5,0,0,0,5,5,0,0,0.32,Need Additional Support
11,2,22,27,10,10,0,37,5,5,0,0,0,5,10,0,0,1.74,Need Additional Support
12,1,23,28,10,10,0,37,8,8,0,0,0,8,8,0,0,-1.7,Need Additional Support
3,1,19,24,1,1,0,35,16,16,16,12.6875,11,13,13,13,12,-3.12,Graduate
9,1,22,27,10,10,0,49,13,22,10,10.4,4,9,18,6,10.66666667,-1.7,Graduate
9,15,22,27,10,10,0,52,15,26,14,10.46666667,9,12,16,12,10.92307692,0.79,Graduate
6,1,1,28,6,6,0,18,5,10,5,14.33333333,0,5,8,5,13,-3.12,Graduate
3,1,22,27,10,10,0,30,7,7,6,14.66666667,0,6,7,6,14.33333333,1.74,Graduate
12,1,1,14,3,8,0,21,7,7,7,12.83571429,0,8,8,8,14.23125,2.02,Graduate
7,1,22,14,10,6,1,20,5,5,0,0,0,5,0,0,0,-3.12,Need Additional Support
9,1,1,28,7,7,1,18,5,9,0,0,0,5,5,0,0,0.32,Enrolled
2,1,22,27,10,10,1,19,0,0,0,0,0,0,0,0,0,0.32,Need Additional Support
12,1,3,14,3,11,1,18,8,8,8,13.24875,0,8,8,8,13.24875,-3.12,Graduate
1,1,2,3,3,5,1,20,7,10,7,12.85714286,0,7,7,4,12.75,3.51,Enrolled
8,1,23,14,6,8,0,21,6,12,5,13.6,0,6,10,4,14.25,1.79,Enrolled
9,1,1,1,4,5,0,22,5,6,3,14,0,5,8,5,12.4,2.02,Graduate
8,14,13,14,6,6,0,20,6,11,3,12,0,6,11,2,11,1.79,Enrolled
6,1,22,1,4,10,0,20,6,9,6,13.16666667,0,6,8,4,14,0.79,Enrolled
10,1,1,14,8,8,0,19,6,8,6,13.625,0,6,7,6,12.16666667,-1.7,Graduate
12,1,13,28,10,6,0,18,7,8,7,14.85,0,8,9,8,15.61111111,0.79,Graduate
9,1,1,14,5,5,1,21,5,9,4,10.75,0,5,6,5,11.4,2.02,Graduate
13,1,13,1,10,5,0,19,7,11,0,0,0,7,11,2,11.66666667,3.51,Enrolled
8,1,22,27,10,7,0,37,6,0,0,0,0,6,0,0,0,0.79,Need Additional Support
3,1,22,27,10,10,0,45,12,14,12,14,2,7,12,7,13.85714286,0.32,Enrolled
4,12,22,27,10,11,1,38,6,8,0,0,0,6,10,0,0,-0.92,Need Additional Support
17,9,22,27,12,12,1,55,5,5,0,0,0,5,5,0,0,0.32,Need Additional Support
4,1,22,27,10,8,0,28,6,17,5,13,0,6,11,4,11.75,0.79,Need Additional Support
17,2,22,27,7,7,0,46,8,12,8,12.375,4,9,11,5,12.4,3.51,Graduate
2,1,13,14,5,5,0,22,0,0,0,0,0,0,0,0,0,-0.92,Graduate
14,12,22,27,10,10,0,46,6,10,5,11.4,0,6,9,4,13.75,1.79,Need Additional Support
17,1,13,27,6,6,0,28,5,9,4,11.25,0,5,7,4,13,0.32,Enrolled
6,1,22,14,10,9,0,18,5,7,3,13,0,5,8,3,12,0.32,Need Additional Support
2,1,23,27,10,10,1,18,0,0,0,0,0,0,0,0,0,1.74,Enrolled
15,1,22,27,10,8,1,21,6,6,6,13.5,0,6,6,6,14.16666667,-1.7,Graduate
5,1,1,3,5,3,0,18,6,11,1,11,0,6,11,4,11,0.32,Enrolled
17,1,13,27,4,10,0,34,5,9,0,0,0,5,10,1,11,0.79,Need Additional Support
16,1,22,28,10,10,0,21,6,9,5,12,0,6,8,5,11.2,1.74,Need Additional Support
15,1,22,14,10,10,0,18,6,8,5,13,0,6,7,6,13,-4.06,Graduate
2,1,17,28,10,9,1,20,0,0,0,0,0,0,0,0,0,0.32,Graduate
9,1,23,27,8,8,0,18,5,8,4,12,0,5,8,4,12.25,-3.12,Enrolled
7,1,1,2,4,4,1,21,5,10,5,11.16666667,0,5,10,3,10.8,1.79,Enrolled
11,1,22,27,6,5,1,19,6,13,2,10.5,0,6,11,1,12,1.74,Need Additional Support
3,1,1,14,5,13,1,22,6,7,6,12.66666667,0,6,6,6,12.16666667,0.32,Graduate
4,14,1,14,5,8,1,23,6,6,1,11,0,6,8,0,0,-4.06,Need Additional Support
2,1,3,1,3,11,1,19,0,0,0,0,0,0,0,0,0,-3.12,Need Additional Support
9,1,13,28,6,6,1,18,5,6,4,11.5,0,5,12,2,10.33333333,1.74,Enrolled
2,1,23,27,10,4,1,19,0,0,0,0,0,0,0,0,0,-3.12,Need Additional Support
9,1,1,28,10,10,1,19,5,10,2,10.5,0,5,5,4,11.75,1.79,Enrolled
14,1,1,27,5,10,1,19,5,8,4,12.5,0,5,6,4,11,0.32,Enrolled
12,1,22,27,10,10,1,22,7,9,6,12.83333333,0,8,12,6,12.5,-0.92,Enrolled
15,1,13,1,10,10,1,18,6,7,6,15.57142857,0,6,7,6,16.14285714,0.79,Graduate
10,1,22,27,8,8,1,18,6,10,4,12,0,6,7,5,11.8,-3.12,Need Additional Support
15,1,23,28,10,10,1,19,6,6,4,11.25,0,6,6,3,11.33333333,-0.92,Need Additional Support
2,1,1,1,1,4,1,18,0,0,0,0,0,0,0,0,0,2.02,Graduate
14,1,1,14,5,11,1,21,6,10,6,12.28571429,0,6,11,4,14.25,-4.06,Enrolled
11,1,1,14,5,2,1,18,6,12,5,11,0,6,11,3,10.33333333,-3.12,Enrolled
4,14,13,28,7,7,1,19,6,8,6,12.14285714,0,6,11,5,13.6,1.79,Graduate
4,12,1,14,10,9,1,27,6,11,2,11.5,0,6,7,0,0,3.51,Need Additional Support
4,16,23,28,10,10,1,20,12,16,11,12.54545455,5,10,12,8,11.625,3.51,Enrolled
11,1,3,14,4,10,1,20,6,10,4,13,0,6,6,6,13,1.79,Graduate
12,1,4,3,3,2,1,18,8,9,8,12.8875,0,8,9,8,12.8875,-3.12,Graduate
15,1,23,14,10,11,1,18,6,6,6,12.66666667,0,6,7,5,13.6,1.79,Enrolled
5,1,23,14,8,8,1,18,6,7,6,12.83333333,0,6,7,6,12.57142857,3.51,Graduate
9,1,1,28,5,8,1,18,5,10,3,10.66666667,0,5,11,2,12.5,-3.12,Need Additional Support
6,1,13,27,9,9,1,18,5,11,5,13,0,5,7,5,12.4,-3.12,Enrolled
12,1,13,14,6,6,0,18,7,11,6,11.98333333,0,8,12,8,12.28125,-0.92,Graduate
3,11,19,24,1,1,0,37,5,9,0,0,0,5,5,0,0,-3.12,Need Additional Support
3,1,23,27,6,4,0,36,6,6,6,11.83333333,0,6,6,6,11.5,1.74,Graduate
6,12,13,14,10,6,0,26,6,21,3,12.66666667,0,6,15,2,11,-4.06,Need Additional Support
6,1,22,28,7,10,0,19,5,9,4,13.75,0,5,8,4,14.5,0.32,Graduate
3,1,22,1,8,5,0,24,6,8,5,11.4,0,6,8,5,11.8,-4.06,Need Additional Support
15,1,13,1,10,10,0,19,6,8,6,13.16666667,0,6,6,6,13,2.02,Need Additional Support
14,1,1,1,10,11,0,20,7,10,6,12.83333333,2,8,8,5,11.8,-1.7,Graduate
14,1,13,3,10,8,0,19,6,8,6,14.125,0,6,10,5,14.5,2.02,Graduate
6,1,23,27,10,10,0,21,5,10,3,11.66666667,0,5,5,5,13,1.74,Graduate
13,1,22,27,10,5,0,50,7,18,6,10.25,0,7,14,4,11.25,-1.7,Need Additional Support
13,1,22,27,10,10,0,47,7,16,6,12.51428571,0,7,15,4,11.75,-1.7,Need Additional Support
16,1,1,14,5,8,0,24,13,17,10,11.5,7,13,18,9,10.44444444,-0.92,Need Additional Support
17,1,22,27,8,11,0,48,5,5,1,10,0,5,5,0,0,-4.06,Need Additional Support
6,1,22,2,10,5,0,18,6,7,6,15.71428571,0,6,17,5,12.77777778,1.79,Graduate
17,14,22,27,6,6,1,32,6,9,4,12.5,3,7,7,4,11,-3.12,Need Additional Support
14,1,13,3,5,1,1,20,5,6,3,12,0,5,5,4,12.75,0.32,Need Additional Support
7,1,22,28,10,9,1,24,5,11,0,0,0,5,5,0,0,-0.92,Need Additional Support
8,12,22,28,10,10,1,53,5,9,4,12.25,0,5,8,4,11.75,-3.12,Graduate
15,12,13,14,10,5,1,42,4,5,0,0,0,4,4,0,0,0.79,Need Additional Support
17,9,22,27,10,10,1,52,5,5,5,13.6,0,5,5,5,14.2,0.32,Graduate
3,1,23,3,18,20,1,54,13,14,13,13.30769231,7,11,12,11,12.81818182,-1.7,Enrolled
17,1,22,27,10,11,1,49,5,6,5,12.2,0,5,9,5,11.8,-4.06,Graduate
14,1,23,27,8,6,1,18,6,7,6,12.28571429,0,6,7,6,13.33333333,-0.92,Graduate
8,1,1,14,7,7,1,37,5,12,3,12,1,5,8,4,13,1.74,Graduate
12,1,1,1,5,5,1,21,7,9,6,13.34285714,0,8,10,7,11.65,1.79,Graduate
14,7,22,27,6,4,1,26,5,5,0,0,0,5,5,0,0,-3.12,Need Additional Support
5,1,3,1,3,4,1,20,12,12,11,14.27272727,5,12,12,11,14.81818182,-0.92,Graduate
12,1,1,27,5,4,0,19,7,9,7,12.1375,0,8,9,8,12.91111111,1.79,Graduate
5,1,23,28,10,8,0,18,6,7,6,14.16666667,0,6,7,6,14.85714286,-3.12,Graduate
12,1,1,1,5,5,0,18,7,7,7,13.52857143,0,8,9,8,14.65555556,1.79,Graduate
3,1,22,14,10,10,0,20,6,8,5,12,0,6,8,6,11,1.74,Graduate
11,1,3,3,4,4,0,20,5,5,5,11.4,0,6,11,1,11,1.74,Need Additional Support
2,1,3,14,5,8,0,21,0,0,0,0,0,0,0,0,0,3.51,Need Additional Support
2,1,1,14,4,4,0,22,12,12,12,12.91666667,4,11,16,11,14.5,3.51,Graduate
12,1,1,28,5,8,0,18,7,8,7,13.6375,0,8,8,8,14.3875,0.79,Graduate
12,1,13,27,10,8,0,18,7,10,7,12.9,0,8,15,7,12.14285714,-4.06,Need Additional Support
12,1,1,28,5,10,0,19,8,8,7,14.36,0,8,8,7,14.36,1.74,Graduate
12,1,3,1,10,10,0,19,8,8,7,14.51428571,0,8,8,7,14.51428571,-1.7,Enrolled
12,1,1,1,5,8,0,18,8,8,7,14.7,0,8,8,7,14.7,1.74,Graduate
17,15,28,3,4,4,0,27,5,5,5,15.2,0,5,6,5,14,2.02,Enrolled
13,1,13,14,4,11,0,20,7,7,7,13,0,8,8,8,15.0625,1.79,Graduate
16,1,1,1,3,10,0,20,6,6,6,13.5,0,6,6,0,0,-1.7,Need Additional Support
6,1,23,1,10,4,0,20,5,11,5,12.33333333,0,5,7,5,12.6,-3.12,Graduate
9,1,3,14,2,5,0,19,5,6,5,13.4,0,5,6,5,13,-0.92,Graduate
6,1,22,14,10,9,0,20,5,7,4,11.75,0,5,9,2,10.5,0.32,Enrolled
2,1,22,27,10,10,0,20,0,0,0,0,0,0,0,0,0,0.32,Graduate
2,1,3,3,2,3,0,20,0,0,0,0,0,0,0,0,0,0.79,Enrolled
6,16,1,14,5,7,0,27,12,17,11,14.72727273,4,9,10,7,14.14285714,3.51,Graduate
6,1,3,3,6,3,0,18,6,7,6,16.57142857,0,6,6,6,15.66666667,0.79,Graduate
12,1,13,1,5,5,0,18,7,10,7,15.145,0,8,8,8,15.7425,-4.06,Graduate
12,1,1,27,10,8,0,18,7,7,7,13.44285714,0,8,8,8,15.075,0.79,Graduate
6,1,22,27,10,2,0,20,5,8,5,14.16666667,0,5,6,4,11.75,-3.12,Graduate
15,1,1,1,5,5,0,19,6,7,6,14,0,6,7,5,15,2.02,Enrolled
10,1,1,1,6,7,0,20,6,9,6,11.33333333,0,6,6,6,12.33333333,1.74,Graduate
12,1,3,14,2,6,0,18,8,8,8,13.76125,0,8,8,8,13.76125,-3.12,Graduate
5,14,1,28,5,7,0,22,7,9,5,11.6,5,9,9,5,10,1.79,Need Additional Support
3,1,22,27,6,9,0,22,6,7,4,12.75,1,6,8,5,13,0.79,Graduate
17,1,1,1,5,3,0,25,5,12,4,12.5,0,5,10,4,11,0.79,Enrolled
6,1,13,3,5,3,0,19,6,13,6,15.30769231,0,6,9,6,14,-4.06,Graduate
8,14,3,1,5,2,0,21,6,12,5,13.28571429,0,6,10,4,12,-0.92,Need Additional Support
12,15,1,1,5,5,0,27,7,7,7,14.75714286,1,8,9,8,14.07777778,-0.92,Graduate
12,1,1,1,5,10,0,18,7,7,6,12.76666667,0,7,7,6,12.76666667,0.32,Graduate
11,1,1,1,5,5,0,18,5,5,5,10.4,0,6,13,0,0,1.74,Need Additional Support
13,1,3,3,2,8,1,19,7,0,0,0,0,7,0,0,0,2.02,Need Additional Support
17,1,1,1,4,4,1,35,5,10,4,10.5,0,5,6,5,12.6,3.51,Graduate
6,1,22,26,5,12,1,23,5,6,4,14.25,0,5,6,5,13.4,0.32,Graduate
12,1,1,27,10,10,1,28,7,11,3,11.91666667,0,7,17,0,0,-0.92,Need Additional Support
7,1,23,28,10,8,1,19,5,10,3,10.66666667,0,5,9,2,14,0.32,Enrolled
15,1,1,14,5,5,1,19,6,11,4,12.25,0,6,10,3,12.66666667,0.32,Enrolled
14,1,13,1,10,5,1,20,5,5,4,12,0,5,6,5,11.6,-3.12,Need Additional Support
14,1,2,2,4,4,1,21,5,7,3,11,0,5,5,4,12.75,0.32,Need Additional Support
5,1,22,27,6,6,1,18,6,6,6,14.16666667,0,6,8,5,13,1.74,Graduate
5,1,3,3,3,3,1,22,6,6,6,14.66666667,0,6,6,6,15,-3.12,Graduate
6,1,23,1,10,10,1,21,5,11,0,0,0,5,10,5,12.28571429,1.74,Graduate
13,3,3,3,3,3,1,38,7,8,3,12.66666667,0,5,5,0,0,0.79,Need Additional Support
2,1,13,1,10,10,1,20,0,0,0,0,0,0,0,0,0,1.74,Enrolled
2,1,22,27,10,10,1,19,0,0,0,0,0,0,0,0,0,0.32,Need Additional Support
7,1,19,24,1,1,1,24,5,0,0,0,0,5,0,0,0,0.32,Need Additional Support
5,1,1,27,5,8,1,19,6,0,0,0,0,6,0,0,0,-1.7,Need Additional Support
12,1,22,28,10,10,1,19,7,7,7,13.7,0,8,9,8,14.02222222,-0.92,Graduate
9,1,3,14,4,11,1,19,5,7,5,11.8,0,5,8,4,12.4,-0.92,Enrolled
7,3,3,3,4,11,1,31,5,0,0,0,0,5,0,0,0,1.74,Need Additional Support
14,1,23,27,10,9,1,19,6,6,6,13.33333333,0,6,7,6,13.28571429,3.51,Graduate
5,1,13,28,5,6,1,22,6,7,5,11.4,0,6,6,6,12.16666667,0.32,Graduate
6,1,19,1,1,3,1,25,5,5,0,0,0,5,5,0,0,0.32,Need Additional Support
12,1,1,1,6,6,1,18,7,7,7,16.14285714,0,8,9,0,0,-0.92,Need Additional Support
12,3,22,27,12,12,1,30,8,8,0,0,0,8,8,0,0,-3.12,Need Additional Support
12,1,23,27,10,10,1,18,8,8,8,15.63375,0,8,8,8,15.63375,-3.12,Graduate
15,1,1,1,6,6,1,18,6,6,6,13.66666667,0,6,6,6,14.5,-1.7,Graduate
15,1,19,24,1,1,1,18,6,0,0,0,0,6,0,0,0,0.32,Need Additional Support
10,1,23,28,8,8,1,18,6,8,6,12.5,0,6,7,6,11.5,1.74,Graduate
14,1,1,14,5,10,1,25,6,8,6,12.28571429,0,6,6,6,13,-4.06,Graduate
7,1,3,1,5,2,1,18,5,10,2,14,0,5,7,3,11,0.32,Enrolled
2,1,1,1,5,5,1,18,0,0,0,0,0,0,0,0,0,-1.7,Need Additional Support
9,1,1,28,9,10,1,19,5,5,4,10.75,0,5,6,4,12.25,1.79,Enrolled
13,12,13,1,8,11,1,25,7,14,4,12.95,0,7,11,4,13.125,-4.06,Need Additional Support
12,1,22,28,10,6,0,19,7,7,6,12.45,0,7,7,6,12.45,0.32,Graduate
17,14,22,27,10,10,0,31,6,12,4,12.25,3,7,9,7,12,-3.12,Enrolled
12,1,13,14,6,5,0,20,8,8,8,13.38125,0,8,8,8,13.38125,-3.12,Graduate
12,1,3,1,4,11,0,33,7,10,5,12.16,0,6,7,5,11.34,1.79,Need Additional Support
6,14,1,3,10,5,0,24,6,11,4,12.5,1,6,18,2,11.5,1.79,Enrolled
10,1,13,27,10,10,0,18,6,8,6,12.75,0,6,10,6,12.16666667,-1.7,Graduate
12,1,1,14,5,11,0,19,8,8,8,13.3425,0,8,8,8,13.3425,-3.12,Graduate
12,1,23,28,8,8,0,20,7,10,7,14.175,0,8,14,6,13.03125,-4.06,Graduate
12,1,22,28,5,5,1,33,8,16,1,10,0,8,16,1,10,-1.7,Enrolled
7,1,23,27,8,8,1,24,5,9,0,0,0,5,8,2,14.5,0.32,Need Additional Support
17,12,2,1,3,5,1,24,5,7,0,0,0,5,7,0,0,-0.92,Need Additional Support
6,1,23,27,10,10,1,18,5,6,5,12,0,5,8,5,12.14285714,1.74,Graduate
11,1,22,27,10,10,0,18,6,8,6,10.57142857,0,6,9,5,11.4,-0.92,Graduate
6,1,3,3,3,9,0,22,12,19,11,14.15384615,5,12,20,12,15.42857143,3.51,Graduate
15,1,2,1,10,10,0,18,6,9,6,11.16666667,0,6,11,5,12.4,1.74,Graduate
2,1,13,14,4,11,0,21,17,20,17,12,14,17,18,17,12.66666667,2.02,Graduate
17,1,22,27,6,2,0,38,5,11,3,11.33333333,0,5,9,4,12,-3.12,Need Additional Support
10,1,19,24,13,13,0,29,16,17,16,12.58823529,10,13,14,13,13.35714286,-3.12,Graduate
8,14,23,27,5,10,0,20,6,11,4,12,0,6,9,4,10.75,-0.92,Enrolled
11,1,23,27,5,10,0,18,6,0,0,0,0,6,0,0,0,-1.7,Need Additional Support
17,1,22,27,10,10,1,37,12,13,12,12.25,8,13,13,13,12.84615385,-3.12,Graduate
9,1,3,3,6,11,1,20,5,7,5,11.6,0,5,5,5,12.8,1.79,Graduate
8,1,13,14,12,9,1,20,5,7,4,13,0,5,11,3,12,1.74,Need Additional Support
7,1,22,28,10,11,1,40,5,11,3,10.66666667,0,5,5,2,12.5,-0.92,Need Additional Support
3,1,22,3,10,11,1,44,11,21,9,12.33333333,8,11,16,9,11,1.79,Enrolled
9,1,1,1,10,10,1,21,5,7,2,11,0,5,9,3,11.42857143,1.74,Need Additional Support
5,14,2,14,4,9,1,21,7,10,6,13.42857143,5,9,9,8,13.125,-0.92,Graduate
12,1,3,1,3,2,1,18,8,10,8,13.05375,0,8,10,8,13.05375,-3.12,Graduate
12,1,1,3,10,11,1,18,7,10,6,12.03571429,0,8,9,7,13.75,0.79,Enrolled
4,1,3,1,6,10,1,27,6,6,6,14.16666667,0,6,7,6,13.83333333,2.02,Graduate
5,12,22,27,10,11,1,38,6,6,0,0,0,6,8,0,0,1.74,Need Additional Support
8,1,3,3,6,3,1,18,6,11,5,13.6,0,6,13,3,12.66666667,0.79,Need Additional Support
11,1,1,1,5,3,1,19,6,7,5,12.2,0,6,12,2,12,0.32,Enrolled
8,1,3,14,3,10,1,18,6,8,6,13.71428571,0,6,7,5,13.33333333,-4.06,Need Additional Support
15,1,1,1,10,7,1,19,6,10,3,11.66666667,0,6,11,2,10,-0.92,Need Additional Support
14,1,22,27,12,12,1,44,6,9,1,14,0,6,6,0,0,-1.7,Need Additional Support
6,14,1,1,5,5,1,26,6,20,4,12.5,1,6,16,3,10,-4.06,Need Additional Support
8,1,13,1,10,5,1,24,6,11,5,11.83333333,0,6,11,4,11.5,-4.06,Need Additional Support
4,1,13,1,10,7,1,27,6,6,0,0,0,6,8,0,0,-4.06,Need Additional Support
4,1,1,1,10,5,1,27,6,0,0,0,0,6,0,0,0,0.79,Need Additional Support
5,1,23,28,8,8,1,25,17,18,13,11.53846154,10,15,15,10,12.4,-1.7,Need Additional Support
4,1,3,2,3,7,1,21,9,14,7,11.28571429,2,8,15,4,12.25,-1.7,Enrolled
2,1,23,14,10,10,1,19,0,0,0,0,0,0,0,0,0,0.79,Graduate
5,1,24,29,4,4,1,20,6,7,5,11.8,0,6,9,4,12,-4.06,Enrolled
7,14,13,3,6,3,1,20,5,16,0,0,0,5,12,2,10.5,-1.7,Enrolled
7,1,3,1,3,10,1,20,5,5,0,0,0,5,5,0,0,3.51,Need Additional Support
7,1,1,1,4,4,1,18,5,5,5,14.2,0,5,5,5,14.2,3.51,Enrolled
2,1,4,4,4,4,1,19,12,12,10,12.7,4,11,16,10,12.27272727,3.51,Enrolled
8,14,1,27,5,9,0,22,6,10,3,12.66666667,0,6,7,0,0,-4.06,Need Additional Support
14,1,4,14,3,6,0,19,6,7,6,14.42857143,0,6,8,6,15,-0.92,Graduate
12,1,1,1,5,8,0,18,7,7,7,13.11714286,0,8,9,7,12.6,2.02,Graduate
10,1,13,14,29,36,0,20,6,7,6,12.66666667,0,6,7,6,11.83333333,3.51,Graduate
2,1,1,1,6,8,0,18,0,0,0,0,0,0,0,0,0,-1.7,Need Additional Support
